co,no,no2,o3,so2,pm25,pm10,nh3,aqi
539.53,6.45,48.08,42.5,48.85,55.35,123.64,4.49,149.86
1882.97,6.06,20.4,28.09,1.17,19.44,37.15,2.37,65.75
291.97,4.27,8.55,36.53,22.47,10.28,19.07,49.33,42.83
603.2,6.81,19.14,21.04,1.34,1.87,3.57,7.95,7.81
607.87,2.1,4.99,19.6,7.41,32.22,61.51,5.39,93.17
66.25,10.56,11.07,37.56,54.12,194.85,398.32,61.65,244.4
8820.9,0.73,19.16,27.54,1.71,174.38,356.35,9.23,223.91
199.08,7.2,4.26,131.55,10.19,20.97,41.87,94.02,69.03
1079.41,4.05,33.33,62.74,25.88,18.13,29.65,1.79,62.95
1278.99,20.42,7.66,51.21,21.26,52.92,105.63,5.83,143.77
327.21,42.75,4.7,28.73,13.25,12.2,20.37,1.88,50.22
1002.44,5.31,6.82,6.55,22.09,44.78,72.82,6.54,123.32
583.32,29.69,176.97,17.36,5.85,71.24,173.31,6.51,158.29
48.11,5.39,2.78,19.73,123.89,112.95,237.75,4.67,180.27
245.08,2.81,31.07,26.58,1.76,29.96,64.7,7.8,88.33
160.96,42.35,9.47,32.24,49.13,27.01,51.37,4.91,82.0
201.82,12.44,14.15,55.97,15.29,13.76,33.16,6.62,53.57
57.05,7.42,36.74,41.2,25.55,14.49,30.97,3.47,55.12
2185.61,14.69,34.98,83.71,31.61,26.4,59.92,31.28,80.7
4460.38,9.72,10.17,25.8,23.73,47.82,89.35,2.44,130.95
1749.36,6.89,5.17,40.68,4.6,82.56,203.11,9.14,164.26
2712.96,1.96,37.42,43.6,8.64,14.83,34.42,2.24,55.86
240.58,5.64,34.9,40.31,2.13,147.33,346.81,3.21,198.38
155.34,13.78,15.11,92.34,8.51,25.25,42.23,3.57,78.22
125.48,6.54,31.25,62.99,17.94,32.42,57.41,6.48,93.6
1060.08,18.22,12.86,11.52,25.24,15.69,28.01,8.81,57.7
567.13,10.84,8.78,30.22,19.49,2.93,5.19,2.44,12.22
359.3,3.07,20.17,32.75,1.48,80.16,188.81,4.89,162.99
2815.01,1.98,33.75,185.16,6.21,69.19,105.99,2.74,157.21
740.56,6.31,27.36,25.44,5.5,24.99,39.39,2.62,77.67
114.66,4.37,33.42,15.09,2.53,35.41,62.81,22.96,99.77
145.28,10.34,9.39,47.02,4.47,55.48,94.3,1.84,149.99
1122.14,3.6,97.7,49.28,12.2,6.94,12.02,7.96,28.92
1924.84,3.99,14.26,31.22,66.46,19.51,44.83,40.37,65.9
922.9,21.18,17.83,27.77,3.88,73.28,151.18,24.68,159.37
6941.92,8.57,5.37,70.75,3.14,9.45,14.23,11.31,39.36
4686.83,3.66,16.55,16.73,5.93,44.41,85.69,7.27,122.4
781.76,7.52,34.2,25.21,18.26,8.53,16.27,15.44,35.54
114.68,29.34,43.06,21.81,52.9,52.8,85.21,10.69,143.46
56.54,9.91,95.77,79.45,10.98,31.96,69.54,30.65,92.61
225.64,13.37,33.79,41.61,2.15,6.59,14.5,6.46,27.44
1248.65,3.48,26.49,14.13,2.77,106.14,235.72,20.11,176.68
6247.71,20.62,12.85,15.31,15.27,15.89,35.4,5.33,58.12
754.59,75.05,10.36,148.23,40.22,14.73,22.09,49.08,55.64
2328.74,3.35,53.0,78.77,107.65,40.47,99.31,6.28,112.49
279.23,2.27,51.99,64.93,2.95,104.44,241.7,1.46,175.79
1026.75,8.81,6.84,33.44,14.41,11.99,28.83,7.99,49.96
1387.19,17.73,41.39,110.69,3.54,35.22,53.38,15.87,99.62
20.71,6.74,38.49,13.7,4.14,50.85,123.75,37.66,138.56
216.99,2.58,6.59,60.48,3.74,66.23,152.97,2.73,155.65
1676.65,6.63,34.48,23.23,8.16,39.51,92.33,1.29,110.06
608.93,13.44,7.03,27.14,4.23,22.94,36.55,12.14,73.27
67.04,4.92,1.77,59.18,238.56,14.47,32.41,11.77,55.1
10.54,13.56,17.11,29.52,7.02,36.09,88.79,1.8,101.49
233.07,23.68,25.99,23.39,39.86,11.33,24.69,5.31,47.23
362.35,9.4,17.9,22.28,5.52,1.78,3.69,5.56,7.43
107.14,7.19,353.23,6.76,177.66,51.24,125.32,16.83,139.55
500.01,16.93,29.34,60.98,18.3,81.77,158.88,4.89,163.84
862.28,3.14,23.27,14.8,33.26,3.12,6.54,4.78,12.99
1103.27,2.84,30.86,146.46,5.99,12.06,23.84,8.29,49.92
11.78,5.66,12.92,26.31,39.32,61.51,149.64,1.86,153.17
56.18,4.52,50.88,94.4,18.21,259.17,408.48,49.44,306.95
255.46,3.31,28.82,7.79,7.73,33.81,67.66,18.8,96.59
951.71,46.08,27.53,59.45,3.33,15.99,34.97,3.66,58.35
840.38,64.84,10.76,73.03,9.16,27.58,63.21,2.42,83.22
818.77,5.19,4.2,93.96,8.27,130.96,272.79,2.61,189.76
226.98,8.1,12.17,9.75,34.56,17.36,41.81,13.29,61.28
246.79,6.12,26.65,18.87,9.22,14.89,36.37,2.69,55.99
135.3,22.37,12.88,52.52,1.21,20.44,31.97,5.76,67.89
1277.03,27.27,26.89,37.29,26.45,12.76,24.28,1.36,51.43
101.42,1.25,15.92,41.87,57.5,37.44,57.03,12.7,104.87
1443.83,11.89,30.89,24.82,1.65,168.12,307.56,13.18,217.64
551.02,2.0,7.56,114.51,106.24,45.74,93.18,6.14,125.74
377.07,42.87,24.36,266.87,65.1,25.73,62.03,8.97,79.25
150.65,11.48,10.58,35.99,5.71,24.73,58.04,16.37,77.11
52.81,3.24,4.31,47.6,3.19,6.94,11.29,8.73,28.9
152.71,5.8,17.03,34.64,43.1,80.09,127.58,16.13,162.95
245.92,5.53,93.35,92.5,2.35,30.64,64.01,2.3,89.78
11.55,12.49,4.67,64.28,5.46,27.65,56.18,10.79,83.36
300.06,20.95,22.63,14.11,2.51,500.0,600.0,8.97,500.0
1614.11,2.34,44.59,20.28,12.27,44.65,107.12,24.58,122.98
944.66,46.47,200.34,14.77,70.68,15.61,37.9,7.62,57.54
191.65,36.81,12.27,285.96,19.1,21.62,41.14,6.7,70.43
432.86,3.08,10.68,55.05,41.33,104.42,249.6,4.23,175.78
175.17,7.95,6.25,20.56,7.99,37.09,69.87,32.83,103.99
504.28,40.89,62.84,19.29,13.69,7.86,17.58,0.7,32.75
4064.97,25.35,8.44,63.07,2.8,83.03,164.07,12.32,164.51
1724.6,5.28,13.87,68.3,10.85,16.98,27.55,7.24,60.47
881.12,16.68,3.16,62.71,4.98,215.57,523.4,6.15,265.14
192.61,148.0,48.62,23.56,10.05,97.52,190.56,5.32,172.14
1242.53,8.21,63.96,42.3,9.26,21.17,47.31,6.99,69.47
32.13,3.92,46.79,36.19,8.35,119.23,222.61,11.92,183.58
276.3,8.78,4.03,15.66,152.79,35.44,53.83,3.34,99.85
968.32,9.46,36.86,15.78,101.6,77.69,124.35,8.46,161.69
1224.92,4.37,3.77,46.04,66.64,53.77,107.34,10.49,145.91
1101.94,11.49,21.29,38.75,105.01,14.21,31.11,2.85,54.52
627.82,2.11,24.66,51.56,66.9,17.4,31.92,12.23,61.37
300.79,3.8,27.39,62.35,11.86,92.75,203.64,10.58,169.63
904.12,15.77,34.28,109.89,10.49,23.69,52.09,3.32,74.88
96.61,1.28,19.92,17.8,16.16,22.12,48.74,2.25,71.5
113.63,18.23,2.82,54.83,9.46,12.74,25.39,3.28,51.38
442.57,0.99,34.3,60.3,3.5,50.58,122.15,8.46,137.89
523.11,1.31,22.14,25.8,17.39,260.48,518.15,6.85,308.0
26.09,4.49,8.14,36.51,1.86,11.39,22.21,29.78,47.45
798.49,9.84,4.18,26.33,14.37,33.93,57.66,5.12,96.84
1285.74,27.81,93.69,178.91,3.69,135.94,245.73,3.04,192.38
359.27,7.83,68.81,36.01,11.05,30.58,47.17,14.25,89.66
14209.97,5.77,40.69,47.52,15.32,52.06,111.07,2.77,141.6
144.84,13.19,10.21,26.81,7.98,11.45,20.01,3.35,47.69
234.71,3.09,1.62,22.56,1.7,50.82,91.69,3.39,138.49
223.05,8.49,43.15,11.69,2.93,27.46,62.36,0.37,82.97
359.86,2.23,28.98,79.83,21.11,88.74,162.15,13.02,167.51
246.39,8.03,13.81,61.24,6.24,108.57,189.15,18.92,177.96
48.9,6.49,61.86,26.03,23.88,441.23,600.0,18.48,452.89
177.71,3.31,46.9,16.11,12.33,59.12,134.5,48.69,151.91
348.48,8.71,23.95,38.24,9.61,45.87,74.75,33.35,126.05
2547.48,8.66,20.8,22.24,18.49,40.22,78.58,5.29,111.86
10974.89,23.94,21.14,27.73,5.42,23.26,46.69,22.4,73.95
2990.54,1.48,39.64,12.05,19.7,46.45,101.62,6.7,127.53
126.08,6.85,8.52,39.4,7.36,24.65,52.58,4.83,76.92
142.07,3.45,30.75,40.03,255.58,39.19,90.56,3.47,109.28
317.67,17.63,8.0,79.5,3.12,123.67,191.04,5.65,185.92
5865.47,15.7,76.44,29.35,7.94,12.1,21.74,10.27,50.01
314.78,12.28,34.2,25.36,8.33,103.53,184.3,35.91,175.31
55.08,3.66,10.09,9.53,2.41,123.61,203.46,15.31,185.88
190.23,17.91,21.77,79.9,29.11,29.43,52.65,3.42,87.18
1255.87,1.6,8.55,67.64,7.28,3.97,7.18,2.6,16.53
1135.59,1.3,90.39,33.89,0.7,18.03,36.46,13.05,62.73
298.77,2.06,101.79,11.43,28.05,121.15,262.12,18.22,184.59
1124.53,7.15,40.29,12.53,5.68,32.37,60.89,25.22,93.49
13.33,14.51,95.26,21.38,10.74,12.19,27.06,5.65,50.2
471.42,0.38,23.38,71.68,27.45,19.99,36.7,11.82,66.93
1467.08,27.74,43.1,41.77,7.86,76.76,137.41,17.39,161.2
115.67,8.42,68.36,10.03,7.79,57.21,116.78,1.91,150.9
115.06,1.54,19.97,45.76,234.54,26.08,39.73,9.75,79.99
24.54,8.17,21.57,16.92,0.92,22.95,36.25,18.25,73.28
4380.17,22.03,51.09,21.81,2.6,22.38,42.93,12.31,72.06
136.97,13.46,38.34,72.05,3.29,13.17,32.16,6.82,52.29
579.15,22.18,9.44,61.09,104.25,166.56,370.02,100.48,216.08
998.12,1.88,2.26,79.4,5.62,23.99,38.1,50.93,75.52
3897.54,4.88,16.85,32.51,16.25,111.85,262.44,7.46,179.69
320.27,2.93,2.47,67.12,6.9,151.61,338.44,6.11,201.11
179.62,41.16,7.46,20.72,25.12,89.87,189.7,14.88,168.11
523.01,14.0,8.38,26.95,12.0,21.51,49.9,6.98,70.19
2768.66,127.36,11.37,25.51,16.51,49.59,94.42,26.35,135.39
312.54,4.63,45.62,33.75,57.09,32.32,55.65,2.08,93.4
96.32,3.58,56.69,11.83,20.66,13.41,26.99,5.81,52.82
40.0,6.41,33.41,27.66,5.04,45.8,93.84,14.66,125.89
64.59,29.32,37.81,105.78,17.72,10.19,20.76,20.16,42.44
1475.26,5.12,38.71,13.82,221.93,108.6,224.27,1.68,177.98
249.4,8.37,1.65,11.43,24.0,20.81,50.95,2.85,68.69
162.18,8.14,20.29,12.2,14.62,40.49,97.28,1.38,112.55
137.83,7.69,3.33,278.52,2.35,43.96,104.44,3.09,121.26
458.32,3.85,33.42,48.03,29.06,25.56,58.83,2.06,78.89
281.69,6.44,2.48,26.68,34.7,59.54,145.49,12.67,152.13
267.82,6.17,16.77,34.98,17.73,20.6,32.92,9.29,68.23
3053.32,7.33,34.74,39.73,13.97,79.15,139.7,6.34,162.46
4052.24,18.98,6.57,19.84,364.69,8.62,17.2,7.58,35.91
36.05,42.98,52.55,21.89,34.01,37.58,88.17,24.39,105.22
659.44,3.19,33.34,29.19,53.95,230.2,461.58,2.61,279.78
125.8,4.99,29.4,18.54,13.2,12.18,27.38,1.07,50.17
278.0,3.24,40.37,24.11,10.4,16.81,27.56,15.04,60.12
641.57,8.91,14.02,43.92,26.01,55.36,97.02,5.0,149.91
293.22,4.31,23.38,14.91,10.39,39.63,88.44,2.67,110.38
570.03,9.39,20.29,267.19,11.47,47.02,78.28,12.86,128.95
1107.05,22.28,19.84,60.49,21.24,54.01,99.99,1.03,146.51
627.58,0.59,10.26,11.99,6.58,62.47,110.26,3.13,153.67
152.89,12.08,5.8,4.56,15.87,100.45,185.83,0.68,173.68
156.99,4.66,14.34,19.11,13.41,49.89,110.17,9.57,136.16
46.55,11.71,13.57,57.25,38.88,26.02,48.6,35.65,79.86
112.07,3.01,9.61,49.03,5.85,64.88,133.35,4.17,154.94
7654.91,24.44,47.09,30.31,1.11,221.38,354.19,3.35,270.95
122.98,18.42,6.22,20.47,8.39,29.0,66.85,44.02,86.27
67.35,13.04,16.92,16.07,19.62,12.5,23.37,13.84,50.85
651.9,16.33,64.48,24.0,38.74,100.19,215.26,79.87,173.55
341.88,3.51,49.86,14.73,5.3,29.36,65.34,8.68,87.04
300.85,3.98,67.78,24.07,23.35,3.77,6.45,9.27,15.71
3339.48,15.68,11.13,96.04,47.57,77.28,184.29,31.34,161.47
919.37,3.43,44.0,17.87,30.01,19.39,41.03,6.37,65.64
182.18,31.36,6.94,53.98,4.72,30.25,58.34,9.46,88.95
213.43,5.35,15.24,60.99,5.37,46.15,77.65,0.66,126.77
189.83,12.21,16.75,13.96,20.53,40.06,97.85,42.0,111.47
1498.33,60.3,11.29,16.87,85.66,67.32,151.81,10.92,156.23
254.11,3.65,13.99,77.88,12.39,21.42,36.59,6.64,70.01
27.39,7.92,12.26,15.79,9.99,55.32,101.66,18.31,149.8
375.22,21.2,7.52,31.63,2.35,25.55,59.0,2.27,78.85
40.22,19.13,47.3,169.35,7.87,69.33,152.22,4.26,157.28
10682.33,5.32,16.74,72.52,5.16,61.27,138.84,12.85,153.04
94.77,4.41,24.57,35.45,12.59,12.99,25.23,7.72,51.92
316.46,5.85,23.66,64.88,1.98,98.1,217.44,11.55,172.44
594.25,31.43,21.22,31.67,8.21,19.38,36.55,9.48,65.61
261.65,5.59,22.04,74.78,3.63,74.3,127.14,13.88,159.9
261.11,7.99,14.8,6.44,37.65,47.81,101.97,1.97,130.94
759.56,4.82,82.96,29.62,4.34,208.13,515.34,26.53,257.69
3981.14,14.96,42.98,6.24,6.13,26.48,47.95,4.55,80.87
1275.72,8.63,20.46,37.68,17.09,23.35,45.79,7.83,74.15
3706.23,2.71,12.84,27.41,7.07,32.48,70.61,4.05,93.73
83.94,2.8,17.84,98.36,206.72,24.45,49.92,5.54,76.51
649.4,1.0,30.5,58.53,37.21,73.7,172.7,9.29,159.59
509.21,3.22,90.01,21.74,12.44,6.58,14.88,15.41,27.41
683.1,16.35,5.09,23.93,18.95,11.55,17.99,18.2,48.11
3179.08,27.76,38.85,44.91,0.72,11.38,28.44,11.39,47.43
289.69,14.67,61.97,20.95,53.41,85.65,192.93,4.07,165.89
219.59,12.87,4.54,32.27,22.52,183.21,433.08,10.69,232.74
898.72,6.51,16.76,94.95,11.16,29.83,64.17,9.4,88.05
28.01,16.04,6.93,17.06,24.02,27.97,65.91,7.84,84.06
282.79,9.84,30.89,23.15,27.81,35.52,57.27,12.61,100.05
329.87,44.9,14.04,25.9,7.39,105.83,195.55,2.06,176.52
101.44,6.7,17.63,414.25,19.22,13.1,31.13,0.97,52.15
1969.61,28.3,13.32,53.87,42.88,42.03,71.52,24.29,116.41
81.99,17.71,41.27,81.91,21.03,87.81,138.59,6.48,167.02
329.04,15.42,25.26,61.22,9.0,54.66,125.06,11.2,148.14
626.24,0.99,25.3,64.61,17.39,40.03,93.49,3.1,111.38
3072.29,18.71,23.59,48.37,63.99,90.11,149.82,26.11,168.24
397.09,6.5,35.61,44.35,31.21,2.22,5.22,10.49,9.24
1642.92,4.74,15.46,10.38,3.02,65.23,142.64,6.17,155.12
1153.89,1.68,110.03,44.09,24.63,17.22,34.78,9.83,60.98
485.5,7.35,5.84,30.37,21.01,5.31,12.37,1.29,22.12
78.71,7.64,3.58,51.23,49.25,55.21,105.97,10.73,149.53
46.91,2.01,3.29,31.29,12.67,130.8,221.57,32.68,189.67
473.31,1.69,2.51,60.98,7.82,28.86,51.52,10.13,85.97
178.74,12.02,39.38,70.24,2.36,85.87,172.19,8.9,166.0
1601.81,17.67,34.86,3.22,5.29,166.05,337.3,5.38,215.56
1234.95,8.94,67.21,23.4,51.91,123.34,284.36,21.82,185.74
305.85,23.36,6.98,7.49,15.45,170.71,391.16,25.31,220.23
71.05,6.78,42.33,40.09,10.81,69.56,144.77,4.8,157.41
867.92,7.0,21.26,26.03,57.67,35.71,81.45,10.58,100.53
87.63,2.95,23.73,97.97,45.04,6.67,11.29,9.32,27.8
129.32,1.55,37.55,39.09,5.04,25.89,40.13,11.04,79.6
92.84,47.21,9.43,22.46,51.48,14.25,33.82,3.41,54.61
327.75,22.9,267.0,70.17,1.66,290.31,457.4,23.17,331.91
2333.88,1.84,76.09,25.67,21.15,27.77,48.51,13.0,83.64
400.39,8.63,11.8,22.23,18.35,37.46,82.23,24.59,104.92
207.51,6.69,6.75,45.37,48.41,57.48,109.76,2.42,151.04
40.92,5.62,18.4,120.35,19.24,34.59,82.2,2.57,98.26
923.51,4.91,24.1,65.55,9.08,180.38,324.31,57.94,229.91
125.13,10.82,58.3,52.12,9.99,17.77,26.86,23.27,62.16
481.2,16.75,6.24,299.09,308.55,40.23,72.44,3.27,111.88
237.15,11.05,26.72,18.43,13.45,15.76,32.75,17.6,57.86
1418.37,6.55,4.35,18.11,24.94,8.85,16.59,4.64,36.86
318.67,6.31,31.07,37.21,1.08,17.96,36.55,1.35,62.58
369.3,18.86,18.04,111.28,4.51,31.91,75.84,0.9,92.51
835.99,11.75,139.31,15.59,22.7,21.56,52.01,7.23,70.29
9512.96,7.95,4.28,134.78,1.76,16.57,29.26,35.19,59.59
1529.46,7.13,79.09,10.47,23.55,8.11,15.92,33.83,33.81
353.22,10.44,3.66,30.05,5.1,30.47,62.45,26.05,89.43
405.37,4.63,5.33,38.05,3.52,7.35,18.01,16.95,30.64
183.59,16.8,3.75,16.34,5.08,70.81,176.94,10.15,158.07
97.03,2.52,25.8,20.15,76.18,35.96,62.41,23.38,101.16
176.07,4.9,6.21,62.63,18.18,7.71,17.17,0.99,32.12
126.69,13.61,5.22,104.92,4.09,24.31,45.65,19.88,76.2
1074.97,2.38,24.6,6.1,30.89,15.61,23.54,2.41,57.53
80.9,1.53,31.56,38.25,32.97,45.57,68.77,2.97,125.29
2980.41,7.87,20.9,30.25,7.71,126.53,248.06,14.82,187.42
1246.47,1.35,17.08,36.09,38.51,5.08,10.1,18.7,21.16
416.03,2.02,125.07,25.7,40.78,37.15,56.57,4.02,104.15
403.62,15.75,23.24,11.79,33.84,28.22,61.7,14.1,84.58
174.88,6.02,44.96,113.73,5.43,64.8,116.26,12.97,154.9
604.94,26.72,23.17,83.72,2.96,40.98,84.42,5.42,113.78
2063.46,2.21,6.7,30.47,1.6,15.61,28.12,8.62,57.54
140.51,6.73,34.81,22.41,5.55,24.07,40.13,59.2,75.69
40.44,11.02,10.42,20.34,7.84,14.94,28.49,5.58,56.09
1158.44,2.29,18.34,4.18,8.64,97.13,168.25,5.77,171.93
656.25,20.73,27.26,43.95,11.51,33.83,68.83,8.58,96.63
75.17,12.31,2.88,61.82,97.47,221.67,376.58,6.15,271.24
134.28,1.48,4.02,36.98,8.11,31.17,62.59,16.29,90.91
111.2,7.12,49.87,30.91,11.49,16.31,27.03,32.11,59.03
136.07,10.87,10.34,36.84,1.38,7.29,15.82,5.77,30.37
248.26,4.1,10.84,16.73,176.54,5.46,12.3,3.14,22.74
270.47,1.68,23.72,22.21,2.51,6.79,10.94,53.25,28.3
151.99,9.76,13.66,28.99,5.22,43.26,85.12,8.33,119.49
129.38,67.44,30.5,57.82,28.07,55.08,86.52,1.34,149.19
286.24,5.02,19.08,99.79,16.37,6.81,14.29,47.57,28.39
518.81,35.49,24.5,27.57,87.52,81.05,143.0,22.79,163.46
251.03,3.48,9.96,14.36,28.91,20.43,41.42,36.65,67.87
2293.88,9.17,24.38,34.07,11.05,38.35,77.37,31.01,107.16
864.48,15.98,60.65,165.54,42.64,166.04,402.54,104.06,215.55
37.1,7.33,11.38,15.39,49.09,81.19,166.37,2.62,163.54
885.0,5.49,50.17,67.27,5.52,25.32,52.73,3.33,78.36
1000.56,15.27,19.08,96.43,38.69,13.58,25.83,4.52,53.18
210.17,48.98,41.87,24.83,9.33,3.85,9.43,4.39,16.04
42.83,9.98,22.85,18.9,10.76,16.13,36.74,8.36,58.65
408.34,4.41,19.43,52.46,14.46,26.81,47.87,4.53,81.57
398.79,6.11,28.5,43.93,7.71,12.34,28.93,2.25,50.51
75.0,91.81,67.6,57.73,7.23,29.04,56.12,3.08,86.36
45.75,8.46,25.43,173.98,39.71,35.76,83.27,5.51,100.66
353.78,4.08,32.41,37.85,1.95,26.45,61.43,23.2,80.79
284.4,2.35,13.89,12.76,3.41,17.29,29.2,4.16,61.13
215.75,1.19,96.63,34.93,27.38,39.2,86.28,16.61,109.29
355.98,10.63,38.1,40.18,11.16,51.52,92.25,1.97,140.25
77.16,14.22,21.71,91.26,40.04,11.13,20.01,0.3,46.37
210.14,4.97,17.77,28.29,18.72,135.77,243.88,6.47,192.29
897.84,7.28,53.41,23.87,2.46,30.01,66.78,4.01,88.43
238.66,2.29,10.95,11.06,13.14,33.75,58.37,3.06,96.45
32.85,8.44,3.38,51.31,23.14,67.24,100.92,2.72,156.18
198.53,11.96,21.59,482.3,16.13,41.81,92.63,3.64,115.86
81.03,4.33,66.02,27.71,6.95,85.9,143.55,2.75,166.01
602.27,40.06,98.62,47.54,8.77,44.13,70.8,3.01,121.68
650.83,3.2,18.04,21.36,6.22,17.95,31.19,1.9,62.55
33.51,9.81,20.98,11.88,2.48,47.54,89.36,0.88,130.24
1259.56,17.26,33.77,46.87,2.11,10.55,20.85,0.81,43.96
76.08,6.84,15.42,33.87,19.45,36.91,57.01,86.58,103.55
4182.96,6.12,33.66,4.91,4.28,32.03,79.14,6.94,92.77
374.97,1.77,18.44,120.06,24.31,26.89,59.6,33.94,81.75
62.2,28.71,55.22,46.19,5.97,29.12,53.09,6.19,86.53
72.75,6.23,41.39,35.13,2.52,5.04,9.17,6.4,21.02
680.03,12.65,45.16,23.63,7.47,19.13,37.28,10.04,65.09
224.31,14.48,16.36,45.8,150.39,36.34,77.26,14.01,102.1
348.98,3.94,137.82,47.52,10.86,38.86,63.97,2.12,108.43
4533.14,6.06,32.59,45.65,26.44,11.85,20.01,5.05,49.37
141.34,28.06,25.72,77.82,14.92,117.41,277.03,10.02,182.62
441.4,2.42,9.38,93.34,2.26,13.93,24.46,1.07,53.92
3394.01,62.05,18.23,164.76,69.32,87.31,164.16,27.04,166.76
605.33,3.51,22.52,16.95,9.05,50.76,120.38,21.39,138.35
36.24,2.27,9.14,20.93,2.53,17.35,37.54,0.9,61.27
860.99,8.43,14.99,44.21,6.59,195.45,359.96,3.07,245.0
70.49,67.25,17.02,17.76,9.51,10.04,21.92,8.21,41.82
3328.28,1.09,21.24,20.2,29.95,83.03,126.17,17.15,164.5
117.41,6.42,3.45,48.43,5.38,90.07,201.36,33.99,168.21
34692.0,11.9,17.54,68.08,282.71,16.93,33.65,3.91,60.38
3644.83,7.64,13.77,91.9,3.96,133.28,308.3,76.57,190.98
122.13,10.83,19.67,28.39,25.39,25.79,63.3,7.04,79.38
415.72,3.6,56.56,47.97,1.14,44.2,107.22,5.91,121.86
1249.46,4.06,156.4,40.21,10.5,42.96,103.51,12.96,118.75
1307.0,6.37,39.58,33.59,18.93,28.95,58.26,10.08,86.17
783.29,2.39,5.84,17.24,3.18,74.5,138.58,9.53,160.01
2639.22,7.07,14.22,15.57,73.62,73.22,143.88,54.39,159.34
335.47,5.01,36.45,56.45,20.52,5.76,12.62,9.46,24.01
232.74,4.62,32.57,17.01,8.32,122.04,290.94,2.76,185.06
239.78,10.18,53.91,7.99,20.26,6.28,10.72,3.19,26.17
1462.0,1.2,18.22,32.28,5.98,93.0,224.88,32.22,169.76
697.69,5.88,13.96,106.08,54.69,102.18,236.56,14.64,174.59
624.48,74.99,115.86,3.54,41.2,11.12,27.57,1.56,46.35
1329.89,2.49,21.3,26.29,19.07,21.96,52.27,1.48,71.16
18.6,26.72,7.27,56.84,25.38,10.96,19.51,7.58,45.67
642.33,7.8,87.81,7.7,2.07,26.71,42.9,13.69,81.35
559.95,4.04,4.5,27.92,70.83,24.34,39.24,3.75,76.26
4930.58,1.97,0.61,13.31,10.81,72.22,129.35,1.38,158.81
40.74,8.5,43.35,14.79,41.68,122.77,259.56,2.4,185.44
4170.45,31.61,49.93,24.0,29.96,133.71,308.11,38.31,191.21
451.74,5.01,30.39,13.48,40.92,18.87,45.29,12.15,64.54
840.07,6.81,5.46,12.62,3.46,26.86,57.05,20.09,81.68
4983.45,20.29,18.94,31.58,4.04,6.15,9.26,23.69,25.63
935.56,10.39,15.21,196.71,180.9,14.79,24.95,3.95,55.78
735.5,1.53,11.74,60.72,1.97,86.91,139.03,5.09,166.55
580.24,8.16,82.44,74.32,3.26,166.6,310.43,6.25,216.11
195.35,33.52,7.05,62.67,12.83,9.64,19.29,11.21,40.16
386.55,7.12,27.55,18.95,12.86,18.31,28.26,21.97,63.33
137.93,0.48,66.29,42.46,6.37,32.25,59.62,47.94,93.25
377.34,10.89,29.41,79.69,25.52,43.82,73.59,16.68,120.91
12.14,6.06,69.49,64.24,35.96,14.74,31.64,16.8,55.66
767.82,1.19,35.29,38.69,11.92,50.61,99.4,50.74,137.95
336.1,1.38,30.86,50.2,8.83,20.62,41.14,6.02,68.28
243.64,19.59,28.99,237.53,11.86,32.64,62.92,24.26,94.08
560.95,3.55,37.09,64.82,6.71,57.18,140.45,13.17,150.89
46.98,2.98,13.66,25.74,1.59,33.33,57.15,13.67,95.56
7287.42,7.13,5.46,31.21,17.48,21.4,43.17,5.96,69.97
345.8,3.88,52.15,14.25,30.54,29.68,66.36,1.83,87.72
324.16,8.17,64.18,216.51,10.13,30.31,62.35,10.43,89.09
94.81,6.03,25.84,119.47,0.8,22.87,55.56,10.48,73.12
418.18,2.23,11.61,35.39,6.13,25.56,48.01,4.16,78.89
3230.65,4.43,4.23,189.55,36.12,163.8,321.65,6.71,213.31
1908.12,11.5,21.89,54.92,2.17,58.03,92.18,3.06,151.33
1453.39,7.71,5.21,23.46,28.08,24.64,51.97,3.09,76.92
915.62,6.81,4.53,68.39,7.14,66.48,118.89,4.57,155.79
235.61,51.28,19.67,45.55,11.91,23.72,39.38,1.96,74.93
45.82,15.35,9.36,64.73,5.35,107.03,218.83,4.12,177.15
298.4,17.33,28.37,11.08,3.12,47.93,97.4,15.09,131.22
283.21,6.26,17.13,17.32,68.11,29.75,46.88,31.69,87.87
1945.34,9.21,10.95,108.94,32.43,51.82,113.9,58.88,141.0
641.68,4.8,3.65,128.32,26.41,6.88,14.62,4.95,28.68
4529.96,16.08,8.56,102.73,36.24,10.73,18.13,24.54,44.72
2431.43,6.62,8.88,195.37,22.27,10.03,19.76,10.34,41.81
203.42,9.23,5.9,52.56,37.82,38.2,84.83,5.83,106.79
27.31,8.68,14.45,49.68,5.49,187.26,380.04,11.05,236.8
3223.95,7.26,6.38,15.95,63.64,308.37,584.51,22.25,346.39
3099.75,139.52,17.05,20.81,57.18,62.68,114.23,4.49,153.78
51.97,3.79,25.54,6.75,19.23,54.64,115.32,4.39,148.1
3881.05,3.76,8.79,25.61,8.62,5.47,13.34,4.9,22.78
715.64,14.79,30.74,6.38,2.81,19.25,41.8,3.95,65.34
513.39,4.07,5.15,78.63,16.03,15.06,23.72,24.51,56.36
4546.78,5.52,6.6,45.18,92.01,17.8,34.9,3.44,62.23
3032.15,2.49,17.94,6.55,3.03,27.99,66.92,4.11,84.1
1071.69,12.08,39.93,28.45,41.33,20.65,32.93,10.09,68.36
820.43,12.23,47.82,159.83,6.92,4.58,11.39,9.3,19.06
